attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
True,False,True,True,Immutable. The vendor of the app. This field should not be empty when creating a new third party app analytics link. It is unable to be modified after the creation of the link.,ATTRIBUTE,ENUM,account_link.third_party_app_analytics.app_vendor,google.ads.googleads.v15.enums.MobileAppVendorEnum.MobileAppVendor
True,False,True,True,Output only. The type of the linked account.,ATTRIBUTE,ENUM,account_link.type,google.ads.googleads.v15.enums.LinkedAccountTypeEnum.LinkedAccountType
True,False,True,True,Type of the listing group.,ATTRIBUTE,ENUM,ad_group_criterion.listing_group.type,google.ads.googleads.v15.enums.ListingGroupTypeEnum.ListingGroupType
True,False,True,False,The geo target constant resource name.,ATTRIBUTE,RESOURCE_NAME,ad_group_criterion.location.geo_target_constant,N/A
True,False,True,True,Immutable. The proposed spending limit in micros. One million is equivalent to one unit.,ATTRIBUTE,INT64,account_budget_proposal.proposed_spending_limit_micros,N/A
True,False,True,True,"Immutable. The proposed spending limit as a well-defined type, for example, INFINITE.",ATTRIBUTE,ENUM,account_budget_proposal.proposed_spending_limit_type,google.ads.googleads.v15.enums.SpendingLimitTypeEnum.SpendingLimitType
False,False,True,True,Immutable. The proposed start date time in yyyy-mm-dd hh:mm:ss format.,ATTRIBUTE,DATE,account_budget_proposal.proposed_start_date_time,N/A
True,False,True,False,The mobile app category constant resource name.,ATTRIBUTE,RESOURCE_NAME,ad_group_criterion.mobile_app_category.mobile_app_category_constant,N/A
True,False,True,True,"A string that uniquely identifies a mobile application to Google Ads API. The format of this string is ""{platform}-{platform_native_id}"", where platform is ""1"" for iOS apps and ""2"" for Android apps, and where platform_native_id is the mobile application identifier native to the corresponding platform. For iOS, this native identifier is the 9 digit string that appears at the end of an App Store URL (for example, ""476943146"" for ""Flood-It! 2"" whose App Store link is ""http://itunes.apple.com/us/app/flood-it!-2/id476943146""). For Android, this native identifier is the application's package name (for example, ""com.labpixies.colordrips"" for ""Color Drips"" given Google Play link ""https://play.google.com/store/apps/details?id=com.labpixies.colordrips""). A well formed app id for Google Ads API would thus be ""1-476943146"" for iOS and ""2-com.labpixies.colordrips"" for Android. This field is required and must be set in CREATE operations.",ATTRIBUTE,STRING,ad_group_criterion.mobile_application.app_id,N/A
True,False,True,False,Immutable. The resource name of the proposal. AccountBudgetProposal resource names have the form: customers/{customer_id}/accountBudgetProposals/{account_budget_proposal_id},ATTRIBUTE,RESOURCE_NAME,account_budget_proposal.resource_name,N/A
True,False,True,True,"Output only. The status of this proposal. When a new proposal is created, the status defaults to PENDING.",ATTRIBUTE,ENUM,account_budget_proposal.status,google.ads.googleads.v15.enums.AccountBudgetProposalStatusEnum.AccountBudgetProposalStatus
True,False,True,True,Name of this mobile application.,ATTRIBUTE,STRING,ad_group_criterion.mobile_application.name,N/A
True,False,True,True,"Immutable. Whether to target (false) or exclude (true) the criterion. This field is immutable. To switch a criterion from positive to negative, remove then re-add it.",ATTRIBUTE,BOOLEAN,ad_group_criterion.negative,N/A
True,False,True,True,Type of the parental status.,ATTRIBUTE,ENUM,ad_group_criterion.parental_status.type,google.ads.googleads.v15.enums.ParentalStatusTypeEnum.ParentalStatusType
True,False,True,True,"The CPC bid amount, expressed as a fraction of the advertised price for some good or service. The valid range for the fraction is [0,1) and the value stored here is 1,000,000 * [fraction].",ATTRIBUTE,INT64,ad_group_criterion.percent_cpc_bid_micros,N/A
True,False,True,True,"Output only. Approval status is the output value for search theme signal after Google ads policy review. When using Audience signal, this field is not used and will be absent.",ATTRIBUTE,ENUM,asset_group_signal.approval_status,google.ads.googleads.v15.enums.AssetGroupSignalApprovalStatusEnum.AssetGroupSignalApprovalStatus
True,False,True,True,"URL of the placement. For example, ""http://www.domain.com"".",ATTRIBUTE,STRING,ad_group_criterion.placement.url,N/A
True,False,True,True,Output only. Estimate of how many clicks per week you might get by changing your keyword bid to the value in first_position_cpc_micros.,ATTRIBUTE,INT64,ad_group_criterion.position_estimates.estimated_add_clicks_at_first_position_cpc,N/A
True,False,True,False,Immutable. The asset group which this asset group signal belongs to.,ATTRIBUTE,RESOURCE_NAME,asset_group_signal.asset_group,N/A
True,False,True,True,The Audience resource name.,ATTRIBUTE,RESOURCE_NAME,asset_group_signal.audience.audience,N/A
True,True,True,False,"Output only. Computed for SearchTheme signals. When using Audience signal, this field is not used and will be absent.",ATTRIBUTE,STRING,asset_group_signal.disapproval_reasons,N/A
True,False,True,True,Output only. Estimate of how your cost per week might change when changing your keyword bid to the value in first_position_cpc_micros.,ATTRIBUTE,INT64,ad_group_criterion.position_estimates.estimated_add_cost_at_first_position_cpc,N/A
True,False,True,True,Output only. The estimate of the CPC bid required for ad to be shown on first page of search results.,ATTRIBUTE,INT64,ad_group_criterion.position_estimates.first_page_cpc_micros,N/A
True,False,True,False,Immutable. The resource name of the asset group signal. Asset group signal resource name have the form: customers/{customer_id}/assetGroupSignals/{asset_group_id}~{signal_id},ATTRIBUTE,RESOURCE_NAME,asset_group_signal.resource_name,N/A
True,False,True,True,"Each Search Theme has a value of a simple string, like keywords. There are limits on overall length, allowed characters, and number of words.",ATTRIBUTE,STRING,asset_group_signal.search_theme.text,N/A
True,False,True,True,"Output only. Indicates the reason this account has been granted access to the list. The reason can be SHARED, OWNED, LICENSED or SUBSCRIBED. This field is read-only.",ATTRIBUTE,ENUM,user_list.access_reason,google.ads.googleads.v15.enums.AccessReasonEnum.AccessReason
True,False,True,True,"Output only. The estimate of the CPC bid required for ad to be displayed in first position, at the top of the first page of search results.",ATTRIBUTE,INT64,ad_group_criterion.position_estimates.first_position_cpc_micros,N/A
True,False,True,True,Output only. The estimate of the CPC bid required for ad to be displayed at the top of the first page of search results.,ATTRIBUTE,INT64,ad_group_criterion.position_estimates.top_of_page_cpc_micros,N/A
True,False,True,True,Indicates if this share is still enabled. When a UserList is shared with the user this field is set to ENABLED. Later the userList owner can decide to revoke the share and make it DISABLED. The default value of this field is set to ENABLED.,ATTRIBUTE,ENUM,user_list.account_user_list_status,google.ads.googleads.v15.enums.UserListAccessStatusEnum.UserListAccessStatus
False,True,True,False,Actions associated with this user list.,ATTRIBUTE,MESSAGE,user_list.basic_user_list.actions,google.ads.googleads.v15.common.UserListActionInfo
True,False,True,True,"Indicating the reason why this user list membership status is closed. It is only populated on lists that were automatically closed due to inactivity, and will be cleared once the list membership status becomes open.",ATTRIBUTE,ENUM,user_list.closing_reason,google.ads.googleads.v15.enums.UserListClosingReasonEnum.UserListClosingReason
True,False,True,True,Output only. The performance of the ad compared to other advertisers.,ATTRIBUTE,ENUM,ad_group_criterion.quality_info.creative_quality_score,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
True,False,True,True,Output only. The quality score of the landing page.,ATTRIBUTE,ENUM,ad_group_criterion.quality_info.post_click_quality_score,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
True,False,True,True,"A string that uniquely identifies a mobile application from which the data was collected. For iOS, the ID string is the 9 digit string that appears at the end of an App Store URL (for example, ""476943146"" for ""Flood-It! 2"" whose App Store link is http://itunes.apple.com/us/app/flood-it!-2/id476943146). For Android, the ID string is the application's package name (for example, ""com.labpixies.colordrips"" for ""Color Drips"" given Google Play link https://play.google.com/store/apps/details?id=com.labpixies.colordrips). Required when creating CrmBasedUserList for uploading mobile advertising IDs.",ATTRIBUTE,STRING,user_list.crm_based_user_list.app_id,N/A
True,False,True,True,Data source of the list. Default value is FIRST_PARTY. Only customers on the allow-list can create third-party sourced CRM lists.,ATTRIBUTE,ENUM,user_list.crm_based_user_list.data_source_type,google.ads.googleads.v15.enums.UserListCrmDataSourceTypeEnum.UserListCrmDataSourceType
True,False,True,True,Matching key type of the list. Mixed data types are not allowed on the same list. This field is required for an ADD operation.,ATTRIBUTE,ENUM,user_list.crm_based_user_list.upload_key_type,google.ads.googleads.v15.enums.CustomerMatchUploadKeyTypeEnum.CustomerMatchUploadKeyType
False,True,True,False,Output only. Availability information of the user interest.,ATTRIBUTE,MESSAGE,user_interest.availabilities,google.ads.googleads.v15.common.CriterionCategoryAvailability
True,False,True,True,Output only. The quality score. This field may not be populated if Google does not have enough information to determine a value.,ATTRIBUTE,INT32,ad_group_criterion.quality_info.quality_score,N/A
True,False,True,True,Description of this user list.,ATTRIBUTE,STRING,user_list.description,N/A
True,False,True,True,Output only. Indicates this user list is eligible for Google Display Network. This field is read-only.,ATTRIBUTE,BOOLEAN,user_list.eligible_for_display,N/A
True,False,True,True,Indicates if this user list is eligible for Google Search Network.,ATTRIBUTE,BOOLEAN,user_list.eligible_for_search,N/A
True,False,True,True,Output only. True if the user interest is launched to all channels and locales.,ATTRIBUTE,BOOLEAN,user_interest.launched_to_all,N/A
True,False,True,True,Output only. The name of the user interest.,ATTRIBUTE,STRING,user_interest.name,N/A
True,False,True,False,Output only. The resource name of the user interest. User interest resource names have the form: customers/{customer_id}/userInterests/{user_interest_id},ATTRIBUTE,RESOURCE_NAME,user_interest.resource_name,N/A
True,False,True,True,Output only. Taxonomy type of the user interest.,ATTRIBUTE,ENUM,user_interest.taxonomy_type,google.ads.googleads.v15.enums.UserInterestTaxonomyTypeEnum.UserInterestTaxonomyType
True,False,True,True,Output only. The ID of the topic.,ATTRIBUTE,INT64,topic_constant.id,N/A
True,False,True,True,Output only. The click-through rate compared to that of other advertisers.,ATTRIBUTE,ENUM,ad_group_criterion.quality_info.search_predicted_ctr,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
True,False,True,False,Immutable. The resource name of the ad group criterion. Ad group criterion resource names have the form: customers/{customer_id}/adGroupCriteria/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,ad_group_criterion.resource_name,N/A
True,False,True,True,Output only. Id of the user list.,ATTRIBUTE,INT64,user_list.id,N/A
True,False,True,True,An ID from external system. It is used by user list sellers to correlate IDs on their systems.,ATTRIBUTE,STRING,user_list.integration_code,N/A
False,True,True,False,Logical list rules that define this user list. The rules are defined as a logical operator (ALL/ANY/NONE) and a list of user lists. All the rules are ANDed when they are evaluated. Required for creating a logical user list.,ATTRIBUTE,MESSAGE,user_list.logical_user_list.rules,google.ads.googleads.v15.common.UserListLogicalRuleInfo
True,False,True,True,Output only. The ID of the user interest.,ATTRIBUTE,INT64,user_interest.user_interest_id,N/A
True,False,True,True,Output only. The parent of the user interest.,ATTRIBUTE,RESOURCE_NAME,user_interest.user_interest_parent,N/A
True,True,True,False,"Output only. The category to target or exclude. Each subsequent element in the array describes a more specific sub-category. For example, {""Pets &amp; Animals"", ""Pets"", ""Dogs""} represents the ""Pets &amp; Animals/Pets/Dogs"" category. List of available topic categories at https://developers.google.com/google-ads/api/reference/data/verticals",ATTRIBUTE,STRING,topic_constant.path,N/A
True,False,True,False,Output only. The resource name of the topic constant. topic constant resource names have the form: topicConstants/{topic_id},ATTRIBUTE,RESOURCE_NAME,topic_constant.resource_name,N/A
True,False,True,True,Output only. Resource name of parent of the topic constant.,ATTRIBUTE,RESOURCE_NAME,topic_constant.topic_constant_parent,N/A
True,False,True,True,"The status of the criterion. This is the status of the ad group criterion entity, set by the client. Note: UI reports may incorporate additional information that affects whether a criterion is eligible to run. In some cases a criterion that's REMOVED in the API can still show as enabled in the UI. For example, campaigns by default show to users of all age ranges unless excluded. The UI will show each age range as ""enabled"", since they're eligible to see the ads; but AdGroupCriterion.status will show ""removed"", since no positive criterion was added.",ATTRIBUTE,ENUM,ad_group_criterion.status,google.ads.googleads.v15.enums.AdGroupCriterionStatusEnum.AdGroupCriterionStatus
