field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
True,False,True,True,None,The number of listings for your site in the unpaid search results. See the help page at https://support.google.com/google-ads/answer/3097241 for details.,METRIC,INT64,metrics.organic_impressions,N/A
True,False,True,True,None,The number of times a page from your site was listed in the unpaid search results (organic_impressions) divided by the number of searches returning your site's listing in the unpaid results (organic_queries). See the help page at https://support.google.com/google-ads/answer/3097241 for details.,METRIC,DOUBLE,metrics.organic_impressions_per_query,N/A
True,False,True,True,None,The total number of searches that returned your site's listing in the unpaid results. See the help page at https://support.google.com/google-ads/answer/3097241 for details.,METRIC,INT64,metrics.organic_queries,N/A
True,False,True,True,None,Percentage of first-time sessions (from people who had never visited your site before). Imported from Google Analytics.,METRIC,DOUBLE,metrics.percent_new_visitors,N/A
True,False,True,True,None,Number of offline phone calls.,METRIC,INT64,metrics.phone_calls,N/A
True,False,True,True,None,Number of offline phone impressions.,METRIC,INT64,metrics.phone_impressions,N/A
True,False,True,True,None,Number of phone calls received (phone_calls) divided by the number of times your phone number is shown (phone_impressions).,METRIC,DOUBLE,metrics.phone_through_rate,N/A
True,False,True,True,None,Clicks from properties for which the traffic the publisher has not paid for or acquired through incentivized activity,METRIC,INT64,metrics.publisher_organic_clicks,N/A
True,False,True,True,None,Clicks from properties not owned by the publisher for which the traffic the publisher has paid for or acquired through incentivized activity,METRIC,INT64,metrics.publisher_purchased_clicks,N/A
True,False,True,True,None,"Clicks from traffic which is not identified as ""Publisher Purchased"" or ""Publisher Organic""",METRIC,INT64,metrics.publisher_unknown_clicks,N/A
True,False,True,True,None,Your clickthrough rate (Ctr) divided by the average clickthrough rate of all advertisers on the websites that show your ads. Measures how your ads perform on Display Network sites compared to other ads on the same sites.,METRIC,DOUBLE,metrics.relative_ctr,N/A
True,False,True,True,None,"Revenue is the total amount you made from orders attributed to your ads. How it works: You report conversions with cart data for completed purchases on your website. Revenue is the total value of all the orders you received attributed to your ads, minus any discount. Example: Someone clicked on a Shopping ad for a hat then bought the same hat and a shirt in an order from your website. The hat is priced $10 and the shirt is priced $20. The entire order has a $5 discount. The revenue from this order is $25 = ($10 + $20) - $5. This metric is only available if you report conversions with cart data.",METRIC,INT64,metrics.revenue_micros,N/A
True,False,True,True,None,The percentage of the customer's Shopping or Search ad impressions that are shown in the most prominent Shopping position. See https://support.google.com/google-ads/answer/7501826 for details. Any value below 0.1 is reported as 0.0999.,METRIC,DOUBLE,metrics.search_absolute_top_impression_share,N/A
True,False,True,True,None,The number estimating how often your ad wasn't the very first ad above the organic search results due to a low budget. Note: Search budget lost absolute top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,METRIC,DOUBLE,metrics.search_budget_lost_absolute_top_impression_share,N/A
True,False,True,True,None,The estimated percent of times that your ad was eligible to show on the Search Network but didn't because your budget was too low. Note: Search budget lost impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,METRIC,DOUBLE,metrics.search_budget_lost_impression_share,N/A
True,False,True,True,None,The number estimating how often your ad didn't show anywhere above the organic search results due to a low budget. Note: Search budget lost top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,METRIC,DOUBLE,metrics.search_budget_lost_top_impression_share,N/A
True,False,True,True,None,The number of clicks you've received on the Search Network divided by the estimated number of clicks you were eligible to receive. Note: Search click share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.,METRIC,DOUBLE,metrics.search_click_share,N/A
True,False,True,True,None,"The impressions you've received divided by the estimated number of impressions you were eligible to receive on the Search Network for search terms that matched your keywords exactly (or were close variants of your keyword), regardless of your keyword match types. Note: Search exact match impression share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.",METRIC,DOUBLE,metrics.search_exact_match_impression_share,N/A
True,False,True,True,None,The impressions you've received on the Search Network divided by the estimated number of impressions you were eligible to receive. Note: Search impression share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.,METRIC,DOUBLE,metrics.search_impression_share,N/A
